
АРТЕМ Маклашев, Artem_Maklashev,22:28:08,/set 100
АРТЕМ Маклашев, Artem_Maklashev,22:28:26,/cancel
АРТЕМ Маклашев, Artem_Maklashev,22:32:14,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,22:32:22,/set 100
АРТЕМ Маклашев, Artem_Maklashev,22:32:23,/set 100
АРТЕМ Маклашев, Artem_Maklashev,22:34:43,/cancel
АРТЕМ Маклашев, Artem_Maklashev,22:34:54,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,22:35:03,Орел
АРТЕМ Маклашев, Artem_Maklashev,22:35:19,/set 100
АРТЕМ Маклашев, Artem_Maklashev,22:35:32,13
АРТЕМ Маклашев, Artem_Maklashev,22:35:40,22
АРТЕМ Маклашев, Artem_Maklashev,22:35:49,26
АРТЕМ Маклашев, Artem_Maklashev,22:35:54,11
АРТЕМ Маклашев, Artem_Maklashev,22:35:58,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,22:36:03,Орел
АРТЕМ Маклашев, Artem_Maklashev,22:36:43,/cancel
АРТЕМ Маклашев, Artem_Maklashev,22:36:44,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:32:30,/start
АРТЕМ Маклашев, Artem_Maklashev,19:32:31,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:32:50,Орел
АРТЕМ Маклашев, Artem_Maklashev,19:33:01,/set 100
АРТЕМ Маклашев, Artem_Maklashev,19:50:04,/start
АРТЕМ Маклашев, Artem_Maklashev,19:50:07,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:51:14,/start
АРТЕМ Маклашев, Artem_Maklashev,19:51:15,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:51:25,/set 100
АРТЕМ Маклашев, Artem_Maklashev,19:52:08,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:52:18,/set 100
АРТЕМ Маклашев, Artem_Maklashev,19:52:20,Орел
АРТЕМ Маклашев, Artem_Maklashev,19:53:33,/start
АРТЕМ Маклашев, Artem_Maklashev,19:53:35,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:53:37,Решка
АРТЕМ Маклашев, Artem_Maklashev,19:53:43,25
АРТЕМ Маклашев, Artem_Maklashev,19:53:46,/cancel
АРТЕМ Маклашев, Artem_Maklashev,19:53:48,Начать игру
АРТЕМ Маклашев, Artem_Maklashev,19:53:55,/set 100
АРТЕМ Маклашев, Artem_Maklashev,19:53:57,Орел
АРТЕМ Маклашев, Artem_Maklashev,19:54:11,25
Василиса Koltysheva, None,19:54:50,/start
Василиса Koltysheva, None,19:54:52,Начать игру
Василиса Koltysheva, None,19:54:54,Орел
Василиса Koltysheva, None,19:55:00,25
Василиса Koltysheva, None,19:55:17,25
Василиса Koltysheva, None,19:55:26,10
Василиса Koltysheva, None,19:55:30,21
Василиса Koltysheva, None,19:55:33,23
